living_space,price_per_unit,bathroom_number,property_type,furnished,state,built_year,latitude,land_space,premium,bedroom_number,price,address,longitude,tenure,district,price_usd,price_per_unit_usd
265.0,48813,5,Detached House,,Phuket,,8.0410493,801.0,0,4,39100000,"Choeng Thale, Thalang, Phuket",98.2963637,,Choeng Thale,1150000.0,1436.0
34.0,94258,1,Apartment,Fully Furnished,Phuket,,7.774218,,0,,3204780,"Rawai, Muang Phuket, Phuket",98.318782,,Rawai,94258.0,2772.0
290.0,40020,3,Detached House,Unfurnished,Phuket,,8.029712,450.0,0,3,18009000,"Thep Krasattri, Thalang, Phuket",98.3103542,,Thep Krasattri,529676.0,1177.0
500.0,100000,4,Detached House,Fully Furnished,Phuket,,7.973001,750.0,0,4,75000000,"Choeng Thale, Thalang, Phuket",98.279502,,Choeng Thale,2205882.0,2941.0
142.0,54929,2,Condo,Fully Furnished,Phuket,2012.0,7.939621,,0,3,7800000,"10/33 Kamala, Kammala, Kathu, Phuket",98.292125,,Kammala,229412.0,1616.0
107.0,83644,2,Condo,Fully Furnished,Phuket,2012.0,7.817934,,0,2,8950000,"ปฏัก ปฏัก, Karon, Muang Phuket, Phuket",98.312717,,Karon,263235.0,2460.0
215.0,44002,3,Detached House,Unfurnished,Phuket,,8.020606,304.0,0,3,13376770,"Pa Khlok, Thalang, Phuket",98.395727,,Pa Khlok,393434.0,1294.0
118.0,76271,2,Condo,Fully Furnished,Phuket,2012.0,7.817934,,0,2,9000000,"ปฏัก ปฏัก, Karon, Muang Phuket, Phuket",98.312717,,Karon,264706.0,2243.0
224.0,223214,3,Condo,,Phuket,2014.0,7.8210654,,0,3,50000000,"Kata Kata, Karon, Muang Phuket, Phuket",98.2993432,Freehold,Karon,1470588.0,6565.0
118.0,43402,2,Detached House,Fully Furnished,Phuket,,7.8474619,144.0,0,2,6250000,"Chalong, Muang Phuket, Phuket",98.3613556,,Chalong,183824.0,1277.0
49.99999999999999,40214,1,Detached House,Fully Furnished,Phuket,,7.928011743213,373.0,0,1,15000000,"Ko Kaeo, Muang Phuket, Phuket",98.43256215918,,Ko Kaeo,441176.0,1183.0
511.0,50726,3,Detached House,Fully Furnished,Phuket,,8.004113,684.0,0,3,34697000,"Sri Sunthon, Thalang, Phuket",98.3230667,,Sri Sunthon,1020500.0,1492.0
54.0,76666,1,Detached House,,Phuket,,8.015873,90.0,0,1,6900000,"Pa Khlok, Thalang, Phuket",98.391993,,Pa Khlok,202941.0,2255.0
160.0,19554,2,Detached House,Fully Furnished,Phuket,,7.950165,404.00000000000006,0,2,7900000,"Kammala, Kathu, Phuket",98.297681,,Kammala,232353.0,575.0
220.0,28235,4,Detached House,Fully Furnished,Phuket,,7.9495725,425.0,0,3,12000000,"Kammala, Kathu, Phuket",98.2884446,,Kammala,352941.0,830.0
380.0,15217,4,Detached House,,Phuket,,7.9797734,1380.0,0,3,21000000,"Choeng Thale, Thalang, Phuket",98.2857996,,Choeng Thale,617647.0,448.0
250.0,70000,3,Detached House,,Phuket,,7.9432218,270.0,0,3,18900000,"Kammala, Kathu, Phuket",98.292882,,Kammala,555882.0,2059.0
34.0,139705,1,Condo,Unfurnished,Phuket,2019.0,7.83473,,0,1,4750000,"Soi Patak 14, Karon, Muang Phuket, Phuket",98.301049,Freehold,Karon,139706.0,4109.0
179.0,86592,2,Apartment,Fully Furnished,Phuket,2012.0,8.029699,,0,2,15500000,"ป่าตอง Layan, Choeng Thale, Thalang, Phuket",98.294885,Freehold,Choeng Thale,455882.0,2547.0
182.0,39285,2,Detached House,,Phuket,,8.0761954,280.0,0,2,11000000,"Sa Khu, Thalang, Phuket",98.2929729,,Sa Khu,323529.0,1155.0
25.0,131666,1,Condo,Fully Furnished,Phuket,2021.0,8.034256,,0,,3291663,"Soi Layan 4, Choeng Thale, Thalang, Phuket",98.292068,Freehold,Choeng Thale,96814.0,3873.0
342.0,67251,3,Condo,Fully Furnished,Phuket,2012.0,7.800743,,0,3,23000000,"14/5 Wiset, Rawai, Muang Phuket, Phuket",98.337407,Freehold,Rawai,676471.0,1978.0
46.0,214764,1,Apartment,Fully Furnished,Phuket,,7.8853267,,0,1,9879184,"Patong, Kathu, Phuket",98.2847522,,Patong,290564.0,6317.0
303.0,89513,2,Detached House,Fully Furnished,Phuket,,7.863587,185.0,0,3,16560000,"Chalong, Muang Phuket, Phuket",98.3314,,Chalong,487059.0,2633.0
45.0,62000,1,Condo,Fully Furnished,Phuket,2021.0,7.879898,,0,1,2790000,"Soi Verakij, Patong, Kathu, Phuket",98.297687,Freehold,Patong,82059.0,1824.0
45.0,62000,1,Condo,Fully Furnished,Phuket,2021.0,7.879898,,0,1,2790000,"Soi Verakij, Patong, Kathu, Phuket",98.297687,Freehold,Patong,82059.0,1824.0
529.0,49161,3,Detached House,Fully Furnished,Phuket,,8.004113,738.0,0,3,36281500,"Sri Sunthon, Thalang, Phuket",98.3230667,,Sri Sunthon,1067103.0,1446.0
556.0,65714,4,Detached House,Fully Furnished,Phuket,,7.8965763,700.0,0,4,46000000,"Patong, Kathu, Phuket",98.3021044,,Patong,1352941.0,1933.0
112.0,44828,2,Detached House,Fully Furnished,Phuket,,7.801321,263.0,0,2,11790000,"Rawai, Muang Phuket, Phuket",98.320082,,Rawai,346765.0,1318.0
286.0,34465,4,Detached House,Partially Furnished,Phuket,,8.0217146,692.0,0,3,23850000,"Thep Krasattri, Thalang, Phuket",98.3191074,,Thep Krasattri,701471.0,1014.0
246.0,100000,3,Detached House,,Phuket,,8.0634729,350.0,0,3,35000000,"Sa Khu, Thalang, Phuket",98.2831541,,Sa Khu,1029412.0,2941.0
107.0,95695,2,Townhouse,Fully Furnished,Phuket,,7.9807656,107.0,0,2,10239450,"Choeng Thale, Thalang, Phuket",98.2832322,,Choeng Thale,301160.0,2815.0
361.0,68985,3,Detached House,Unfurnished,Phuket,,7.999729,304.0,0,3,20971574,"Choeng Thale, Thalang, Phuket",98.309086,,Choeng Thale,616811.0,2029.0
201.0,51015,4,Detached House,,Phuket,,8.0410493,603.0,0,4,30762500,"Choeng Thale, Thalang, Phuket",98.2963637,,Choeng Thale,904779.0,1500.0
181.0,66792,4,Detached House,,Phuket,,7.9860111,157.0,0,3,10486436,"Sri Sunthon, Thalang, Phuket",98.3242978,,Sri Sunthon,308425.0,1964.0
86.0,43478,2,Detached House,,Phuket,,8.0561743,207.0,0,2,9000000,"Thep Krasattri, Thalang, Phuket",98.3224478,,Thep Krasattri,264706.0,1279.0
385.0,31493,3,Detached House,Unfurnished,Phuket,,7.784806,715.0,0,3,22517900,"Rawai, Muang Phuket, Phuket",98.314167,,Rawai,662291.0,926.0
115.0,30635,2,Detached House,Fully Furnished,Phuket,,8.015446,488.00000000000006,0,2,14950000,"Pa Khlok, Thalang, Phuket",98.392306,,Pa Khlok,439706.0,901.0
237.0,32054,3,Detached House,Fully Furnished,Phuket,,7.8131798,365.0,0,3,11700000,"Rawai, Muang Phuket, Phuket",98.328037,,Rawai,344118.0,943.0
106.0,24720,2,Detached House,Unfurnished,Phuket,,8.0217197,161.0,0,2,3980000,"Thep Krasattri, Thalang, Phuket",98.3220615,,Thep Krasattri,117059.0,727.0
361.0,61994,6,Detached House,Unfurnished,Phuket,,8.0244356,1104.0,0,5,68442250,"Choeng Thale, Thalang, Phuket",98.3055757,,Choeng Thale,2013007.0,1823.0
198.0,79858,3,Condo,Fully Furnished,Phuket,2012.0,8.0348216,,0,3,15812000,"57/4 Kamala, Kammala, Kathu, Phuket",98.3377935,,Kammala,465059.0,2349.0
1268.0,50784,5,Detached House,Fully Furnished,Phuket,2012.0,7.991829,2166.0,0,5,110000000,"171/7 Cape Yamu, Pa Khlok, Thalang, Phuket",98.414609,Freehold,Pa Khlok,3235294.0,1494.0
40.0,141312,1,Condo,Unfurnished,Phuket,2022.0,7.979949250487842,,0,1,5652486,"66/2 Soi Hua Tiao, Choeng Thale, Thalang, Phuket",98.288185097334,Freehold,Choeng Thale,166250.0,4156.0
106.0,24720,2,Detached House,Unfurnished,Phuket,,8.0217197,161.0,0,2,3980000,"Thep Krasattri, Thalang, Phuket",98.3220615,,Thep Krasattri,117059.0,727.0
185.0,156250,2,Detached House,Fully Furnished,Phuket,,7.802477,320.0,0,2,50000000,"Wichit, Muang Phuket, Phuket",98.41068,,Wichit,1470588.0,4596.0
179.0,86592,2,Apartment,Fully Furnished,Phuket,2012.0,8.029699,,0,2,15500000,"ป่าตอง Layan, Choeng Thale, Thalang, Phuket",98.294885,Freehold,Choeng Thale,455882.0,2547.0
34.0,70588,1,Apartment,Fully Furnished,Phuket,,7.7983336,,0,1,2400000,"Rawai, Muang Phuket, Phuket",98.3257699,,Rawai,70588.0,2076.0
45.0,100216,1,Apartment,,Phuket,,7.800243,,0,1,4509729,"Rawai, Muang Phuket, Phuket",98.336727,,Rawai,132639.0,2948.0
